FID,Shape,TARGET_FID,nitr_ran,lat,long
1554,Point,15550,4.008174,45.215,-89.0337
1378,Point,13790,4.012674,44.9372,-89.1965
411,Point,4120,4.016781,43.3522,-88.9971
251,Point,2520,4.023799,43.1267,-88.2598
1630,Point,16320,4.02557,45.438,-89.4035
1420,Point,14210,4.028608,44.9883,-90.3774
1209,Point,12100,4.035945,44.64,-87.7604
1297,Point,12980,4.039036,44.8372,-91.4288
387,Point,3880,4.039275,43.3225,-88.9321
692,Point,6930,4.045127,43.8672,-89.6951
429,Point,4300,4.047697,43.3797,-90.9057
1260,Point,12610,4.052326,44.7555,-91.6668
50,Point,510,4.053328,42.6247,-87.8731
1578,Point,15790,4.059294,45.2675,-88.7084
362,Point,3630,4.069361,43.2936,-88.0943
1606,Point,16080,4.0741,45.3641,-89.1968
980,Point,9810,4.092413,44.3872,-89.2662
526,Point,5270,4.099884,43.5153,-89.8751
475,Point,4760,4.105572,43.4403,-88.4354
690,Point,6910,4.11303,43.8605,-91.1818
669,Point,6700,4.115603,43.8097,-90.1443
558,Point,5590,4.120948,43.5694,-88.8565
1401,Point,14020,4.129071,44.96,-91.6646
569,Point,5700,4.134703,43.5919,-88.5415
21,Point,220,4.138928,42.5484,-88.2606
1674,Point,16760,4.152028,45.5313,-92.018
238,Point,2390,4.164222,43.1089,-88.4926
700,Point,7010,4.166508,43.8916,-91.2707
1558,Point,15590,4.172464,45.2225,-88.8243
1635,Point,16370,4.174566,45.4511,-91.783
1328,Point,13290,4.181363,44.885,-88.8207
977,Point,9780,4.183458,44.3844,-89.6732
817,Point,8180,4.188956,44.1447,-89.6051
1429,Point,14300,4.190673,45.0014,-90.5579
1160,Point,11610,4.195478,44.5842,-87.6751
386,Point,3870,4.202975,43.3214,-88.794
1242,Point,12430,4.203529,44.7033,-89.9635
1123,Point,11240,4.205174,44.5478,-88.2673
1447,Point,14480,4.211275,45.0297,-89.1612
1370,Point,13710,4.212938,44.9294,-87.3695
1509,Point,15100,4.215435,45.1383,-89.2251
933,Point,9340,4.215485,44.3203,-88.9259
538,Point,5390,4.218265,43.5353,-88.4451
1395,Point,13960,4.226613,44.9536,-92.0777
1618,Point,16200,4.229431,45.4027,-91.8477
1406,Point,14070,4.233008,44.9669,-92.3746
1572,Point,15730,4.234396,45.2633,-89.2407
415,Point,4160,4.239539,43.3583,-88.8729
407,Point,4080,4.241511,43.3478,-88.9112
1294,Point,12950,4.243058,44.8305,-89.8751
313,Point,3140,4.245598,43.2056,-88.9429
1243,Point,12440,4.247749,44.7075,-92.0249
1291,Point,12920,4.251644,44.8238,-91.5141
26,Point,270,4.259193,42.5564,-87.9165
510,Point,5110,4.259481,43.4869,-88.7829
1515,Point,15160,4.25984,45.1472,-89.1493
813,Point,8140,4.260984,44.1333,-90.9863
192,Point,1930,4.263072,43.0383,-88.7904
1254,Point,12550,4.266025,44.7383,-91.5127
127,Point,1280,4.266137,42.8842,-88.7704
382,Point,3830,4.267333,43.318,-90.9265
1484,Point,14850,4.270639,45.0955,-87.0909
642,Point,6430,4.274971,43.7636,-88.6346
1501,Point,15020,4.275787,45.125,-89.0862
649,Point,6500,4.279758,43.7794,-91.1937
421,Point,4220,4.282543,43.3669,-89.7671
1368,Point,13690,4.298849,44.9272,-91.9863
874,Point,8750,4.299805,44.2339,-90.709
1590,Point,15910,4.30335,45.3083,-91.6021
0,Point,0,4.307932,44.2089,-89.479
1244,Point,12450,4.313595,44.7117,-87.4793
252,Point,2530,4.31373,43.1283,-88.5498
1372,Point,13730,4.328029,44.9308,-87.194
734,Point,7350,4.348418,43.9608,-89.816
508,Point,5090,4.348944,43.4847,-87.8795
1,Point,20,4.349957,42.5031,-87.9526
1284,Point,12850,4.354696,44.805,-91.7185
1144,Point,11450,4.36027,44.5652,-90.6629
1626,Point,16280,4.373274,45.4233,-89.4029
1594,Point,15950,4.376201,45.3214,-91.6674
1334,Point,13350,4.379084,44.8902,-92.3707
263,Point,2640,4.379169,43.1458,-88.274
1461,Point,14620,4.380432,45.0514,-89.0209
1412,Point,14130,4.380574,44.9758,-91.8293
858,Point,8590,4.384195,44.2111,-89.4918
1511,Point,15120,4.385077,45.1408,-88.6723
1397,Point,13980,4.39871,44.9564,-92.681
1324,Point,13250,4.399173,44.8802,-91.9355
408,Point,4090,4.405861,43.3486,-88.5232
1596,Point,15970,4.407001,45.3294,-91.651
1586,Point,15870,4.410978,45.2927,-89.4237
696,Point,6970,4.415187,43.8791,-89.7204
741,Point,7420,4.422684,43.9761,-89.9923
648,Point,6490,4.427678,43.7775,-88.5396
621,Point,6220,4.428817,43.7047,-90.744
876,Point,8770,4.429316,44.2377,-91.8627
1521,Point,15220,4.43601,45.1589,-92.5977
909,Point,9100,4.445955,44.285,-89.5232
576,Point,5770,4.448473,43.6061,-88.7134
361,Point,3620,4.448788,43.2919,-90.9465
63,Point,640,4.452252,42.6684,-87.8765
1021,Point,10220,4.452794,44.4319,-89.6396
534,Point,5350,4.452975,43.5289,-88.4812
982,Point,9830,4.453637,44.3889,-89.6585
1001,Point,10020,4.455817,44.413,-89.5351
1473,Point,14740,4.46031,45.0736,-88.9929
798,Point,7990,4.461948,44.1041,-89.5612
1362,Point,13630,4.469384,44.9202,-92.3741
637,Point,6380,4.470387,43.7472,-89.2937
1257,Point,12580,4.471363,44.7441,-90.4576
1009,Point,10100,4.471391,44.4211,-89.6629
794,Point,7950,4.476986,44.093,-91.359
1580,Point,15810,4.480316,45.2775,-89.1151
1364,Point,13650,4.485117,44.9216,-92.3152
706,Point,7070,4.490201,43.9061,-89.684
571,Point,5720,4.501491,43.5964,-88.5812
1247,Point,12480,4.503733,44.718,-91.6932
1185,Point,11860,4.504497,44.6144,-88.4398
552,Point,5530,4.505204,43.5592,-88.5393
914,Point,9150,4.505386,44.2925,-91.2274
1581,Point,15820,4.516676,45.2811,-91.9516
1000,Point,10010,4.518713,44.4119,-89.6701
750,Point,7510,4.531514,43.998,-90.5032
1442,Point,14430,4.531893,45.02,-91.0451
30,Point,310,4.531953,42.5689,-88.1609
389,Point,3900,4.537343,43.325,-88.4209
677,Point,6780,4.54264,43.8269,-91.2674
1119,Point,11200,4.54636,44.543,-91.4668
793,Point,7940,4.554785,44.0886,-89.4332
878,Point,8790,4.559309,44.2402,-89.4871
964,Point,9650,4.570477,44.3655,-89.6212
230,Point,2310,4.578958,43.0955,-91.1379
1371,Point,13720,4.579973,44.93,-90.5818
1545,Point,15460,4.58949,45.1964,-92.6258
1240,Point,12410,4.604834,44.6975,-87.6101
1579,Point,15800,4.608051,45.2705,-89.1671
717,Point,7180,4.625288,43.925,-89.8249
632,Point,6330,4.639876,43.738,-90.7804
1587,Point,15880,4.641001,45.2989,-89.0659
377,Point,3780,4.665665,43.313,-89.7765
683,Point,6840,4.667556,43.8447,-91.2618
1011,Point,10120,4.678273,44.4227,-89.6093
1392,Point,13930,4.679204,44.9508,-91.7271
962,Point,9630,4.682012,44.3625,-89.4565
27,Point,280,4.683903,42.562,-87.8587
1569,Point,15700,4.685443,45.2477,-89.1893
1418,Point,14190,4.688129,44.9869,-89.6296
1555,Point,15560,4.688526,45.2183,-88.999
1445,Point,14460,4.697153,45.0261,-92.7002
32,Point,330,4.705377,42.5736,-87.9173
1038,Point,10390,4.706039,44.4519,-92.2007
1584,Point,15850,4.707132,45.2911,-89.3071
1600,Point,16020,4.709424,45.3438,-91.7552
1391,Point,13920,4.710043,44.95,-91.1488
694,Point,6950,4.710533,42.8739,-88.8465
1023,Point,10240,4.711385,44.4355,-89.579
1496,Point,14970,4.719012,45.1183,-92.3763
392,Point,3930,4.723072,43.3278,-90.8585
1218,Point,12190,4.725414,44.6544,-90.5957
589,Point,5900,4.72608,43.6267,-88.5409
121,Point,1220,4.728027,42.8617,-88.5512
1502,Point,15030,4.728942,45.1255,-88.6993
1573,Point,15740,4.732339,45.2555,-89.3951
388,Point,3890,4.745019,43.3242,-88.1743
518,Point,5190,4.752372,43.4997,-87.9001
1369,Point,13700,4.756481,44.9286,-90.8479
1485,Point,14860,4.758638,45.0977,-89.2232
789,Point,7900,4.762507,44.0739,-89.4079
1375,Point,13760,4.763488,44.933,-92.2824
1399,Point,14000,4.766754,44.9583,-90.5146
1100,Point,11010,4.768437,44.523,-90.5593
1264,Point,12650,4.786853,44.765,-90.5968
142,Point,1430,4.81209,42.9383,-88.7904
1139,Point,11400,4.812478,44.5605,-90.6196
153,Point,1540,4.827472,42.9692,-88.1206
1560,Point,15610,4.828124,45.2275,-88.9932
1234,Point,12350,4.839782,44.6805,-91.4279
28,Point,290,4.847271,42.5656,-88.1012
1544,Point,15450,4.857499,45.1966,-89.0093
1451,Point,14520,4.859259,45.0339,-92.2588
1480,Point,14810,4.861952,45.0878,-87.6423
292,Point,2930,4.862903,43.1772,-90.0648
1239,Point,12400,4.868327,44.6941,-90.4751
1414,Point,14150,4.86985,44.9789,-92.521
126,Point,1270,4.871241,42.8806,-88.5837
1390,Point,13910,4.884252,44.9491,-92.6899
987,Point,9880,4.885291,44.3952,-89.6876
1115,Point,11160,4.887868,44.54,-90.5788
383,Point,3840,4.890719,43.3186,-88.4598
1053,Point,10540,4.901045,44.885,-91.4252
1422,Point,14230,4.90199,44.9905,-92.7235
1426,Point,14270,4.910296,44.9955,-90.3351
1163,Point,11640,4.914315,44.5863,-90.4662
604,Point,6050,4.929313,43.6602,-90.9182
365,Point,3660,4.932952,43.2975,-90.5804
1637,Point,16390,4.935376,45.4541,-89.2234
1255,Point,12560,4.945145,44.7405,-88.4448
859,Point,8600,4.947905,44.2125,-91.8435
1563,Point,15640,4.953378,45.2336,-91.6982
1197,Point,11980,4.954661,44.6272,-91.9705
915,Point,9160,4.958332,44.2947,-89.4829
1007,Point,10080,4.961365,44.42,-89.4568
1103,Point,11040,4.965054,44.5264,-90.3768
1318,Point,13190,4.969243,44.8727,-90.3554
1355,Point,13560,4.975683,44.9139,-90.3221
25,Point,260,4.977319,42.5575,-88.2951
1288,Point,12890,4.982753,44.8147,-89.904
992,Point,9930,4.984214,44.4022,-87.6851
1304,Point,13050,4.985982,44.8516,-89.866
1235,Point,12360,5.000367,44.6838,-91.1585
1142,Point,11430,5.002249,44.5633,-91.6663
1388,Point,13890,5.005812,44.9475,-92.6633
863,Point,8640,5.006853,44.2164,-89.3921
1566,Point,15670,5.009594,45.2383,-91.5941
666,Point,6670,5.011278,43.803,-90.0632
791,Point,7920,5.026813,44.08,-89.5935
844,Point,8450,5.028414,44.193,-89.9468
507,Point,5080,5.030973,43.4833,-90.0112
1383,Point,13840,5.039996,44.9433,-92.6902
1122,Point,11230,5.041176,44.5466,-90.6493
1425,Point,14260,5.041254,44.9944,-92.3191
504,Point,5050,5.047444,43.4775,-89.9207
1549,Point,15500,5.048383,45.2044,-89.0293
984,Point,9850,5.054633,44.3916,-89.6929
847,Point,8480,5.059407,44.1964,-89.5451
310,Point,3110,5.063073,43.2008,-90.1357
626,Point,6270,5.064635,43.7194,-90.549
812,Point,8130,5.079894,44.1319,-89.6007
701,Point,7020,5.093089,43.893,-90.9893
1405,Point,14060,5.09349,44.9647,-92.7394
1016,Point,10170,5.101168,44.4283,-89.5843
905,Point,9060,5.103739,44.2808,-89.4073
1381,Point,13820,5.104892,44.9411,-92.7005
1307,Point,13080,5.108401,44.8564,-90.4815
1301,Point,13020,5.160247,44.8466,-89.9635
1276,Point,12770,5.177819,44.7886,-91.3685
674,Point,6750,5.194949,43.8189,-91.2221
832,Point,8330,5.200135,45.1744,-91.1701
1265,Point,12660,5.200356,44.7655,-91.4852
1524,Point,15250,5.220651,45.1639,-88.9901
752,Point,7530,5.222798,44.0025,-90.4962
1491,Point,14920,5.229049,45.1291,-89.2082
1514,Point,15150,5.246119,45.1458,-89.2032
1585,Point,15860,5.275747,45.2919,-89.3746
1513,Point,15140,5.282099,45.1444,-89.0679
1583,Point,15840,5.286817,45.2875,-89.424
804,Point,8050,5.287915,44.1158,-89.6176
893,Point,8940,5.291229,44.2605,-89.391
1615,Point,16170,5.30175,45.3944,-92.143
1384,Point,13850,5.313361,44.9441,-90.3785
1479,Point,14800,5.313559,45.0861,-91.4796
1528,Point,15290,5.32485,45.1691,-88.9901
1241,Point,12420,5.343685,44.7,-90.506
591,Point,5920,5.350762,43.6283,-91.2182
136,Point,1370,5.356068,42.9225,-88.8054
1278,Point,12790,5.358703,44.793,-90.9918
877,Point,8780,5.365757,44.2392,-87.8298
926,Point,9270,5.373221,44.3095,-89.5292
531,Point,5320,5.388941,43.5236,-90.8674
471,Point,4720,5.390976,43.435,-90.0362
1398,Point,13990,5.438443,44.9575,-92.6485
853,Point,8540,5.439814,44.2025,-89.9807
646,Point,6470,5.440352,43.7725,-89.6612
1529,Point,15300,5.442869,45.1705,-91.3507
685,Point,6860,5.452956,43.8489,-91.2629
1363,Point,13640,5.457101,44.9208,-90.7607
1147,Point,11480,5.462643,44.5689,-92.3224
972,Point,9730,5.471334,44.3758,-89.596
1609,Point,16110,5.475094,45.3733,-89.1204
1048,Point,10490,5.477775,44.4633,-90.3265
1212,Point,12130,5.497815,44.6447,-91.9043
1010,Point,10110,5.520419,44.4219,-89.674
785,Point,7860,5.525909,44.0666,-89.6354
1280,Point,12810,5.528413,44.7972,-89.9637
13,Point,140,5.53252,42.5297,-88.2284
608,Point,6090,5.552017,43.668,-90.7835
1628,Point,16300,5.55908,45.4344,-89.1107
619,Point,6200,5.572115,43.7022,-90.7574
1282,Point,12830,5.577449,44.8011,-91.6377
1611,Point,16130,5.586456,45.3814,-89.2426
1320,Point,13210,5.592711,44.8747,-92.3394
513,Point,5140,5.601819,43.4933,-89.5446
663,Point,6640,5.618669,43.7958,-90.3635
1050,Point,10510,5.621457,44.4664,-91.9221
1315,Point,13160,5.622348,44.87,-92.5571
1259,Point,12600,5.625318,44.7541,-92.4891
472,Point,4730,5.649505,43.4366,-89.5729
45,Point,460,5.655737,42.6106,-87.8548
1146,Point,11470,5.656622,44.5683,-87.5601
919,Point,9200,5.672159,44.3,-87.5612
820,Point,8210,5.677525,44.1508,-89.5568
1435,Point,14360,5.690917,45.008,-92.6199
1489,Point,14900,5.69102,45.103,-92.3755
1306,Point,13070,5.696188,44.8552,-92.651
16,Point,170,5.718958,42.5359,-87.8692
1309,Point,13100,5.725134,44.8583,-90.7126
1331,Point,13320,5.729446,44.8872,-92.4999
766,Point,7670,5.74786,44.0291,-89.616
66,Point,670,5.748786,42.68,-88.2562
1419,Point,14200,5.758137,44.9875,-90.5249
985,Point,9860,5.76467,44.393,-90.7213
1272,Point,12730,5.768492,44.7791,-89.9404
1394,Point,13950,5.774225,44.9525,-92.7438
1433,Point,14340,5.794443,45.0058,-92.5933
55,Point,560,5.79877,42.6395,-88.1292
989,Point,9900,5.84916,44.3975,-89.6293
1327,Point,13280,5.858862,44.8836,-92.7585
1393,Point,13940,5.882685,44.9516,-90.5901
1013,Point,10140,5.884889,44.4247,-89.6676
60,Point,610,5.892938,42.6581,-88.0334
864,Point,8650,5.902031,44.2183,-88.024
52,Point,530,5.90328,42.6286,-88.1004
22,Point,230,5.904002,42.5509,-88.1706
11,Point,120,5.90548,42.5242,-87.9509
1522,Point,15230,5.907034,45.1611,-89.2504
12,Point,130,5.911587,42.5264,-88.1304
309,Point,3100,5.912127,43.1989,-90.6196
1214,Point,12150,5.940927,44.6477,-91.5224
36,Point,370,5.942246,42.5828,-87.8834
1316,Point,13170,5.947482,44.8711,-92.6205
1206,Point,12070,5.952577,44.6352,-91.9568
1008,Point,10090,5.956406,44.4208,-89.6529
1275,Point,12760,5.956695,44.7864,-91.4665
42,Point,430,5.968043,42.5995,-87.9137
225,Point,2260,5.991048,43.0889,-89.3621
687,Point,6880,6.003378,43.8514,-88.5754
629,Point,6300,6.003679,43.728,-89.8201
821,Point,8220,6.034135,44.1527,-89.6487
889,Point,8900,6.04633,44.2558,-89.5385
1268,Point,12690,6.061565,44.7711,-90.606
747,Point,7480,6.066606,43.9891,-90.839
1298,Point,12990,6.072364,44.8405,-91.491
1317,Point,13180,6.077424,44.8719,-92.728
1750,Point,17520,6.088192,45.8977,-88.3004
1250,Point,12510,6.113505,44.728,-90.3174
615,Point,6160,6.128673,43.6911,-89.6579
1058,Point,10590,6.129354,44.4741,-90.6451
745,Point,7460,6.166801,43.9827,-89.8201
1725,Point,17270,6.198754,45.81,-88.6637
1518,Point,15190,6.224586,45.1522,-92.4291
9,Point,100,6.22509,42.5209,-88.1287
20,Point,210,6.232717,42.5467,-87.8923
1374,Point,13750,6.240595,44.9316,-92.7041
1290,Point,12910,6.247727,44.8197,-90.2399
1434,Point,14350,6.270153,45.0069,-92.5777
1040,Point,10410,6.278298,44.4536,-90.8351
828,Point,8290,6.287316,44.1672,-87.6687
1539,Point,15400,6.315418,45.1875,-92.4363
728,Point,7290,6.318954,43.9494,-87.9882
981,Point,9820,6.320083,44.3883,-89.679
456,Point,4570,6.32342,43.4142,-89.0562
1462,Point,14630,6.34005,45.053,-92.7424
1402,Point,14030,6.351713,44.9611,-91.289
1497,Point,14980,6.357268,45.1189,-92.6071
1452,Point,14530,6.364187,45.035,-92.6213
913,Point,9140,6.364229,44.2917,-87.8148
761,Point,7620,6.380624,44.0205,-87.8331
1273,Point,12740,6.383423,44.7822,-89.7326
1403,Point,14040,6.385209,44.963,-92.4885
938,Point,9390,6.385339,44.3283,-89.7082
354,Point,3550,6.387879,43.2764,-90.2846
1267,Point,12680,6.393906,44.7697,-90.4496
885,Point,8860,6.411476,44.2522,-91.4763
1311,Point,13120,6.413872,44.8625,-90.0135
1540,Point,15410,6.416271,45.1889,-92.3849
826,Point,8270,6.421925,44.1616,-89.6101
908,Point,9090,6.423266,44.2841,-89.544
414,Point,4150,6.426799,43.3558,-89.2335
1004,Point,10050,6.432728,44.4164,-92.0032
480,Point,4810,6.440903,43.4472,-90.3601
1389,Point,13900,6.443973,44.9486,-92.4619
1379,Point,13800,6.461059,44.9383,-90.5565
1281,Point,12820,6.462754,44.8,-90.3257
1475,Point,14760,6.468491,45.0777,-89.6057
792,Point,7930,6.474227,44.0833,-91.3688
1195,Point,11960,6.481041,44.6264,-91.5804
839,Point,8400,6.486486,44.1872,-87.6076
1385,Point,13860,6.493077,44.9447,-92.6721
1329,Point,13300,6.49392,44.8858,-92.5891
1271,Point,12720,6.499391,44.1081,-87.7293
522,Point,5230,6.503006,43.5078,-89.5282
754,Point,7550,6.506258,44.0072,-89.9357
1507,Point,15080,6.528455,45.1361,-92.2605
713,Point,7140,6.539136,43.9189,-87.9957
405,Point,4060,6.551234,43.3447,-89.0218
1547,Point,15480,6.572108,45.2011,-92.5727
740,Point,7410,6.578505,43.9736,-87.9709
1411,Point,14120,6.597192,44.9744,-92.2188
400,Point,4010,6.619742,43.3361,-89.2643
916,Point,9170,6.628665,44.2961,-91.266
774,Point,7750,6.65185,44.0403,-87.7026
1492,Point,14930,6.666445,45.1083,-92.6044
1286,Point,12870,6.673443,44.8116,-89.6765
1527,Point,15280,6.679778,45.1669,-92.6358
1340,Point,13410,6.683437,44.8983,-92.2169
834,Point,8350,6.687129,45.1769,-90.9854
1325,Point,13260,6.693381,44.8816,-89.3451
545,Point,5460,6.710405,43.5475,-89.1246
1500,Point,15010,6.725859,45.1236,-92.5119
1348,Point,13490,6.786336,44.9058,-92.4027
1345,Point,13460,6.798251,44.9027,-89.8123
719,Point,7200,6.805555,43.9283,-87.9423
1289,Point,12900,6.807064,44.8163,-90.9426
1349,Point,13500,6.832861,44.9066,-90.3324
1222,Point,12230,6.839354,44.6589,-91.5035
503,Point,5040,6.844492,43.4764,-89.5035
1453,Point,14540,6.868021,45.0369,-92.7644
1285,Point,12860,6.868391,44.808,-89.2702
1457,Point,14580,6.879724,45.0458,-90.0432
712,Point,7130,6.880658,43.9178,-87.9351
581,Point,5820,6.883584,43.6147,-89.4823
1438,Point,14390,6.887149,45.0144,-90.179
447,Point,4480,6.897246,43.403,-89.4012
1416,Point,14170,6.907153,44.9841,-89.6301
1465,Point,14660,6.908221,45.0583,-89.4085
1468,Point,14690,6.91085,45.0639,-92.4941
594,Point,5950,6.912094,43.635,-89.7762
1493,Point,14940,6.927354,45.1108,-92.516
296,Point,2970,6.950861,43.1817,-90.196
1256,Point,12570,6.956281,44.7419,-91.5385
880,Point,8810,6.967179,44.2422,-87.5443
359,Point,3600,6.996642,43.288,-89.0451
1237,Point,12380,7.005049,44.6869,-90.1587
1312,Point,13130,7.01701,44.8633,-92.6646
1270,Point,12710,7.02254,44.7733,-90.2601
1415,Point,14160,7.04055,44.9808,-92.633
831,Point,8320,7.051886,44.1808,-91.2763
815,Point,8160,7.052613,44.1403,-87.7737
412,Point,4130,7.064246,43.3533,-89.5673
1367,Point,13680,7.09987,44.9261,-91.8902
455,Point,4560,7.106492,43.413,-89.531
1439,Point,14400,7.144762,45.0161,-89.8446
720,Point,7210,7.149442,43.93,-87.9376
419,Point,4200,7.149533,43.365,-89.4637
87,Point,880,7.188288,42.7422,-90.4912
438,Point,4390,7.197365,43.3905,-89.5326
31,Point,320,7.201386,42.5722,-89.0257
1477,Point,14780,7.206938,45.0822,-92.771
537,Point,5380,7.20844,43.5333,-89.1001
811,Point,8120,7.209363,44.1292,-87.6926
748,Point,7490,7.218003,43.9933,-87.8509
733,Point,7340,7.227576,43.9583,-87.7126
1382,Point,13830,7.239672,44.9422,-92.5685
816,Point,8170,7.264007,44.1417,-87.5751
1548,Point,15490,7.295972,45.2027,-92.1763
703,Point,7040,7.304901,43.8989,-87.972
1535,Point,15360,7.306539,45.1811,-92.4119
1266,Point,12670,7.315408,44.7689,-90.591
541,Point,5420,7.316272,43.5394,-89.2459
1688,Point,16900,7.406837,45.5786,-91.9352
543,Point,5440,7.425943,43.5428,-89.0307
342,Point,3430,7.428018,43.2511,-88.3815
777,Point,7780,7.457848,44.0489,-87.7481
155,Point,1560,7.459042,42.9733,-90.4485
827,Point,8280,7.465582,44.1661,-87.8018
492,Point,4930,7.477135,43.4622,-89.3685
33,Point,340,7.4814,42.5764,-90.3526
1523,Point,15240,7.492726,45.1622,-92.593
1448,Point,14490,7.545415,45.0308,-89.7054
555,Point,5560,7.549569,43.5633,-89.5243
1338,Point,13390,7.556984,44.8947,-89.8848
1357,Point,13580,7.565549,44.9155,-90.0587
1141,Point,11420,7.57436,44.5616,-92.3021
436,Point,4370,7.576805,43.388,-89.5965
1450,Point,14510,7.590767,45.033,-90.2821
18,Point,190,7.595409,42.5417,-90.2765
875,Point,8760,7.599995,44.2369,-87.7518
1361,Point,13620,7.602913,44.9197,-92.7063
1111,Point,11120,7.603483,44.5352,-89.531
1344,Point,13450,7.612699,44.9019,-90.304
1400,Point,14010,7.617844,44.9591,-90.0112
1482,Point,14830,7.63052,45.0919,-89.7287
1446,Point,14470,7.655095,45.0272,-92.7527
1192,Point,11930,7.661206,44.6227,-91.2577
1223,Point,12240,7.669895,44.6608,-91.3165
1342,Point,13430,7.674091,44.9005,-89.7879
1358,Point,13590,7.675395,44.9161,-92.1763
160,Point,1610,7.677804,42.9897,-90.7129
481,Point,4820,7.686601,43.4489,-89.0259
443,Point,4440,7.708375,43.3986,-89.5787
568,Point,5690,7.711649,43.5889,-89.2998
1481,Point,14820,7.722925,45.09,-89.9937
549,Point,5500,7.728856,43.5561,-89.2326
449,Point,4500,7.731756,43.4053,-89.3501
808,Point,8090,7.744028,44.1219,-87.6231
1444,Point,14450,7.748497,45.023,-90.2182
1095,Point,10960,7.767124,44.5164,-89.5346
497,Point,4980,7.776629,43.4694,-89.1868
1154,Point,11550,7.778646,44.5766,-89.4957
1472,Point,14730,7.789824,45.0708,-90.161
572,Point,5730,7.796199,43.5994,-89.1884
1049,Point,10500,7.799764,44.465,-89.4293
318,Point,3190,7.802269,43.213,-90.2023
705,Point,7060,7.814513,43.9047,-87.9482
1413,Point,14140,7.83271,44.978,-90.0049
1386,Point,13870,7.86709,44.9458,-90.0785
1463,Point,14640,7.870753,45.0558,-89.8076
1308,Point,13090,7.881068,44.8572,-91.5768
1404,Point,14050,7.901378,44.9639,-89.6807
1131,Point,11320,7.956563,44.5548,-89.3548
1360,Point,13610,7.973958,44.9186,-89.5707
1283,Point,12840,7.984039,44.803,-91.4388
493,Point,4940,8.000252,43.4641,-89.3868
17,Point,180,8.000905,42.5381,-90.2401
69,Point,700,8.007017,42.6869,-90.7151
1188,Point,11890,8.007748,44.618,-89.3335
156,Point,1570,8.035088,42.977,-88.0154
1458,Point,14590,8.037848,45.0466,-89.8679
540,Point,5410,8.05987,43.5383,-89.0093
1343,Point,13440,8.063343,44.9014,-89.6185
1682,Point,16840,8.119775,45.5627,-91.6821
1252,Point,12530,8.124722,44.7325,-90.2612
1116,Point,11170,8.126025,44.5408,-89.5193
1074,Point,10750,8.128998,44.4936,-89.2259
1322,Point,13230,8.129279,44.8783,-89.3357
54,Point,550,8.129734,42.6369,-89.9526
722,Point,7230,8.130481,43.9342,-87.9423
1495,Point,14960,8.137966,45.1152,-89.2251
3,Point,40,8.157765,42.5081,-90.2157
1310,Point,13110,8.16284,44.86,-90.1012
1269,Point,12700,8.163727,44.7722,-89.4251
524,Point,5250,8.183004,43.5117,-89.4837
773,Point,7740,8.189143,44.038,-87.8365
742,Point,7430,8.194111,43.9783,-87.7404
1396,Point,13970,8.19505,44.955,-90.1799
1366,Point,13670,8.202865,44.9244,-90.2779
1353,Point,13540,8.212799,44.9111,-89.8962
79,Point,800,8.226282,42.7189,-90.1032
708,Point,7090,8.230215,43.9094,-88.0395
1687,Point,16890,8.233269,45.5741,-91.9157
1129,Point,11300,8.240144,44.5536,-89.3954
139,Point,1400,8.265828,42.9292,-90.7118
1198,Point,11990,8.268788,44.628,-89.2943
1456,Point,14570,8.283031,45.0444,-89.339
1365,Point,13660,8.288338,44.923,-89.839
1432,Point,14330,8.288416,45.0041,-89.734
1350,Point,13510,8.29617,44.908,-89.5929
551,Point,5520,8.299284,43.3075,-89.4254
1046,Point,10470,8.30432,44.4611,-89.5032
124,Point,1250,8.315379,42.8739,-89.9326
523,Point,5240,8.320001,43.51,-89.6096
586,Point,5870,8.321468,43.6205,-89.0229
193,Point,1940,8.328638,43.0394,-89.3709
714,Point,7150,8.330374,43.9208,-87.9401
425,Point,4260,8.340225,43.3719,-89.541
515,Point,5160,8.350366,43.4967,-89.3126
1213,Point,12140,8.363824,44.6464,-89.4151
399,Point,4000,8.373072,43.3347,-89.3729
204,Point,2050,8.381296,43.0544,-89.0743
1251,Point,12520,8.403452,44.7305,-90.2585
164,Point,1650,8.405423,43.0011,-89.6385
1305,Point,13060,8.415973,44.8541,-90.0035
1193,Point,11940,8.434084,44.6239,-89.2587
835,Point,8360,8.434248,44.1797,-87.5704
1101,Point,11020,8.446352,44.5239,-89.5385
516,Point,5170,8.454434,43.498,-89.401
577,Point,5780,8.457433,43.6083,-89.7668
580,Point,5810,8.480208,43.6136,-89.496
729,Point,7300,8.482304,42.9506,-89.3862
273,Point,2740,8.484795,43.155,-90.1193
716,Point,7170,8.490624,43.9239,-87.9123
1431,Point,14320,8.499764,45.0033,-89.7529
357,Point,3580,8.534043,43.2828,-89.3268
1490,Point,14910,8.537855,45.1047,-89.9546
1410,Point,14110,8.552989,44.9736,-89.7446
51,Point,520,8.569414,42.6264,-89.6348
466,Point,4670,8.579328,43.4286,-89.3629
163,Point,1640,8.583205,42.9983,-89.9918
198,Point,1990,8.59549,43.0453,-89.589
371,Point,3720,8.601407,43.3055,-89.4387
435,Point,4360,8.612446,43.3875,-89.5401
529,Point,5300,8.618304,43.52,-89.3387
1246,Point,12470,8.62077,44.7147,-90.2504
290,Point,2910,8.625181,43.175,-89.7946
416,Point,4170,8.628684,43.3603,-89.5865
1099,Point,11000,8.641522,44.5216,-89.5418
